province id,province terrain
4760,grasslands [cite: 15]
4795,grasslands [cite: 15]
4858,grasslands [cite: 15]
4857,grasslands [cite: 15]
2735,grasslands [cite: 15]
1090,grasslands [cite: 15]
1237,jungle [cite: 16]
1245,jungle [cite: 16]
2703,jungle [cite: 16]
746,jungle [cite: 16]
838,jungle [cite: 16]
553,jungle [cite: 16]
564,jungle [cite: 16]
566,jungle [cite: 16]
567,jungle [cite: 16]
568,jungle [cite: 16]
570,jungle [cite: 16]
571,jungle [cite: 16]
573,jungle [cite: 16]
1950,jungle [cite: 16]
2042,jungle [cite: 16]
2091,jungle [cite: 16]
2096,jungle [cite: 16]
2039,jungle [cite: 16]
486,jungle [cite: 16]
490,jungle [cite: 16]
743,jungle [cite: 16]
745,jungle [cite: 16]
748,jungle [cite: 16]
826,jungle [cite: 16]
835,jungle [cite: 16]
840,jungle [cite: 16]
846,jungle [cite: 16]
848,jungle [cite: 16]
2630,jungle [cite: 16]
2637,jungle [cite: 16]
2641,jungle [cite: 16]
2647,jungle [cite: 16]
2654,jungle [cite: 16]
2655,jungle [cite: 16]
2659,jungle [cite: 16]
2664,jungle [cite: 16]
2819,jungle [cite: 16]
2927,jungle [cite: 16]
582,jungle [cite: 16]
2397,jungle [cite: 16]
2398,jungle [cite: 16]
579,jungle [cite: 16]
2402,jungle [cite: 16]
1815,jungle [cite: 16]
590,jungle [cite: 16]
2403,jungle [cite: 16]
2400,jungle [cite: 16]
589,jungle [cite: 16]
602,jungle [cite: 16]
1817,jungle [cite: 16]
2389,jungle [cite: 16]
2388,jungle [cite: 16]
592,jungle [cite: 16]
591,jungle [cite: 16]
2404,jungle [cite: 16]
843,jungle [cite: 16]
789,jungle [cite: 16]
1151,jungle [cite: 16]
1181,jungle [cite: 16]
1182,jungle [cite: 16]
1183,jungle [cite: 16]
2952,jungle [cite: 16]
616,jungle [cite: 16]
2372,jungle [cite: 16]
610,jungle [cite: 16]
2377,jungle [cite: 16]
756,jungle [cite: 16]
759,jungle [cite: 16]
757,jungle [cite: 16]
765,jungle [cite: 16]
2894,jungle [cite: 16]
2896,jungle [cite: 16]
2914,jungle [cite: 16]
2929,jungle [cite: 16]
1125,jungle [cite: 16]
1138,jungle [cite: 16]
1139,jungle [cite: 16]
1162,jungle [cite: 16]
1249,jungle [cite: 16]
1118,jungle [cite: 16]
660,jungle [cite: 16]
663,jungle [cite: 16]
664,jungle [cite: 17]
666,jungle [cite: 17]
2160,jungle [cite: 17]
2161,jungle [cite: 17]
2162,jungle [cite: 17]
2164,jungle [cite: 17]
2166,jungle [cite: 17]
546,jungle [cite: 17]
547,jungle [cite: 17]
551,jungle [cite: 17]
560,jungle [cite: 17]
1946,jungle [cite: 17]
2034,jungle [cite: 17]
2038,jungle [cite: 17]
2048,jungle [cite: 17]
2049,jungle [cite: 17]
2098,jungle [cite: 17]
4431,jungle [cite: 17]
4432,jungle [cite: 17]
4433,jungle [cite: 17]
4448,jungle [cite: 17]
4450,jungle [cite: 17]
4451,jungle [cite: 17]
4468,jungle [cite: 17]
4470,jungle [cite: 17]
4471,jungle [cite: 17]
4472,jungle [cite: 17]
4478,jungle [cite: 17]
534,jungle [cite: 17]
535,jungle [cite: 17]
537,jungle [cite: 17]
2028,jungle [cite: 17]
2029,jungle [cite: 17]
2050,jungle [cite: 17]
4410,jungle [cite: 17]
4412,jungle [cite: 17]
4413,jungle [cite: 17]
4438,jungle [cite: 17]
4439,jungle [cite: 17]
4444,jungle [cite: 17]
2099,jungle [cite: 17]
2100,jungle [cite: 17]
4407,jungle [cite: 17]
4408,jungle [cite: 17]
4409,jungle [cite: 17]
2731,jungle [cite: 17]
2732,jungle [cite: 17]
4021,jungle [cite: 17]
4024,jungle [cite: 17]
4025,jungle [cite: 17]
4026,jungle [cite: 17]
4090,jungle [cite: 17]
4105,jungle [cite: 17]
4109,jungle [cite: 17]
4804,jungle [cite: 17]
4799,jungle [cite: 17]
2709,jungle [cite: 17]
4817,jungle [cite: 17]
1085,jungle [cite: 17]
4869,jungle [cite: 17]
2730,jungle [cite: 17]
1860,marsh
96,marsh
4738,marsh
893,marsh
950,marsh
2857,marsh
2890,marsh
927,marsh
928,marsh
2534,marsh
2536,marsh
2537,marsh
2516,marsh [cite: 18]
749,marsh [cite: 18]
758,marsh [cite: 18]
775,marsh [cite: 18]
777,marsh [cite: 18]
999,marsh [cite: 18]
1000,marsh [cite: 18]
1003,marsh [cite: 18]
1004,marsh [cite: 18]
1005,marsh [cite: 18]
1006,marsh [cite: 18]
2592,marsh [cite: 18]
2599,marsh [cite: 18]
2600,marsh [cite: 18]
1217,marsh [cite: 18]
2259,marsh [cite: 18]
2261,marsh [cite: 18]
2286,marsh [cite: 18]
2287,marsh [cite: 18]
2759,marsh [cite: 18]
277,marsh [cite: 18]
4141,marsh [cite: 18]
4386,marsh [cite: 18]
1031,marsh [cite: 18]
408,marsh [cite: 18]
2311,marsh [cite: 18]
4288,marsh [cite: 18]
4290,marsh [cite: 18]
462,marsh [cite: 18]
362,marsh [cite: 18]
2702,marsh [cite: 18]
4706,marsh [cite: 18]
503,desert
2078,desert
2088,desert
4204,desert
4207,desert
4208,desert
4221,desert
4223,desert
512,desert
513,desert
514,desert
2064,desert
2066,desert
2086,desert
867,desert
2844,desert
2490,desert
350,desert
355,desert
1115,desert
2244,desert
2271,desert
2272,desert
2767,desert
2773,desert
1176,desert
1231,desert
715,desert
2119,desert
2120,desert
710,desert
711,desert
712,desert
2121,desert
2123,desert
2191,desert
2192,desert
706,desert
707,desert
708,desert
698,desert
701,desert
709,desert
720,desert
2193,desert
2747,desert
860,desert
2618,desert
1093,desert
792,coastal_desert [cite: 19]
793,coastal_desert [cite: 19]
796,coastal_desert [cite: 19]
805,coastal_desert [cite: 19]
806,coastal_desert [cite: 19]
2821,coastal_desert [cite: 19]
2822,coastal_desert [cite: 19]
2840,coastal_desert [cite: 19]
2841,coastal_desert [cite: 19]
2324,coastal_desert [cite: 19]
1212,coastal_desert [cite: 19]
1215,coastal_desert [cite: 19]
1230,coastal_desert [cite: 19]
1232,coastal_desert [cite: 19]
2315,coastal_desert [cite: 19]
2320,coastal_desert [cite: 19]
2321,coastal_desert [cite: 19]
2765,coastal_desert [cite: 19]
2786,coastal_desert [cite: 19]
2788,coastal_desert [cite: 19]
2789,coastal_desert [cite: 19]
1174,coastal_desert [cite: 19]
865,coastal_desert [cite: 19]
866,coastal_desert [cite: 19]
1206,coastal_desert [cite: 19]
1209,coastal_desert [cite: 19]
2024,coastal_desert [cite: 19]
2790,coastal_desert [cite: 19]
2793,coastal_desert [cite: 19]
782,coastal_desert [cite: 19]
389,coastal_desert [cite: 19]
394,coastal_desert [cite: 19]
395,coastal_desert [cite: 19]
396,coastal_desert [cite: 19]
397,coastal_desert [cite: 19]
398,coastal_desert [cite: 19]
399,coastal_desert [cite: 19]
400,coastal_desert [cite: 19]
401,coastal_desert [cite: 19]
402,coastal_desert [cite: 19]
1099,coastal_desert [cite: 19]
2329,coastal_desert [cite: 19]
2331,coastal_desert [cite: 19]
2333,coastal_desert [cite: 19]
2340,coastal_desert [cite: 19]
2341,coastal_desert [cite: 19]
2342,coastal_desert [cite: 19]
2347,coastal_desert [cite: 19]
4269,coastal_desert [cite: 19]
4278,coastal_desert [cite: 19]
4283,coastal_desert [cite: 19]
4284,coastal_desert [cite: 19]
4286,coastal_desert [cite: 19]
4867,coastal_desert [cite: 19]
4866,coastal_desert [cite: 19]
4865,coastal_desert [cite: 19]
2726,coastal_desert [cite: 19]
4849,coastal_desert [cite: 19]
4848,coastal_desert [cite: 19]
4847,coastal_desert [cite: 19]
2828,coastal_desert [cite: 19]
957,coastline
962,coastline
2554,coastline
2561,coastline
2578,coastline [cite: 20]
112,coastline [cite: 20]
487,coastline [cite: 20]
492,coastline [cite: 20]
497,coastline [cite: 20]
498,coastline [cite: 20]
499,coastline [cite: 20]
500,coastline [cite: 20]
501,coastline [cite: 20]
502,coastline [cite: 20]
982,coastline [cite: 20]
788,coastline [cite: 20]
1186,coastline [cite: 20]
1192,coastline [cite: 20]
1195,coastline [cite: 20]
1196,coastline [cite: 20]
1197,coastline [cite: 20]
1198,coastline [cite: 20]
1199,coastline [cite: 20]
1200,coastline [cite: 20]
1202,coastline [cite: 20]
1203,coastline [cite: 20]
1204,coastline [cite: 20]
938,coastline [cite: 20]
2547,coastline [cite: 20]
368,coastline [cite: 20]
1098,coastline [cite: 20]
1095,coastline [cite: 20]
1103,coastline [cite: 20]
1102,coastline [cite: 20]
1100,coastline [cite: 20]
1101,coastline [cite: 20]
1999,coastline [cite: 20]
1998,coastline [cite: 20]
2679,coastline [cite: 20]
2678,coastline [cite: 20]
647,coastline [cite: 20]
634,coastline [cite: 20]
645,coastline [cite: 20]
2741,coastline [cite: 20]
1994,coastline [cite: 20]
1992,coastline [cite: 20]
1986,coastline [cite: 20]
1242,coastline [cite: 20]
1989,coastline [cite: 20]
1988,coastline [cite: 20]
979,coastline [cite: 20]
1240,coastline [cite: 20]
491,coastline [cite: 20]
333,coastline [cite: 20]
3003,coastline [cite: 20]
4049,coastline [cite: 20]
233,coastline [cite: 20]
253,coastline [cite: 20]
4364,coastline [cite: 20]
4365,coastline [cite: 20]
653,coastline [cite: 20]
655,coastline [cite: 20]
656,coastline [cite: 20]
2699,coastline [cite: 20]
2700,coastline [cite: 20]
654,coastline [cite: 20]
4349,coastline [cite: 20]
4350,coastline [cite: 20]
4351,coastline [cite: 20]
4352,coastline [cite: 20]
4353,coastline [cite: 20]
4354,coastline [cite: 20]
4355,coastline [cite: 20]
4356,coastline [cite: 20]
642,coastline [cite: 20]
643,coastline [cite: 20]
644,coastline [cite: 20]
648,coastline [cite: 20]
649,coastline [cite: 20]
650,coastline [cite: 20]
2713,coastline [cite: 20]
2714,coastline [cite: 20]
2716,coastline [cite: 20]
2717,coastline [cite: 20]
2718,coastline [cite: 20]
2725,coastline [cite: 20]
1015,coastline [cite: 20]
4193,coastline [cite: 20]
387,coastline [cite: 20]
4279,coastline [cite: 20]
4815,coastline [cite: 20]
2728,coastline [cite: 20]
1749,drylands [cite: 21]
224,drylands [cite: 21]
221,drylands [cite: 21]
1750,drylands [cite: 21]
220,drylands [cite: 21]
214,drylands [cite: 21]
1748,drylands [cite: 21]
2754,drylands [cite: 21]
225,drylands [cite: 21]
2297,drylands [cite: 21]
327,drylands [cite: 21]
2313,drylands [cite: 21]
411,drylands [cite: 21]
2199,drylands [cite: 21]
2208,drylands [cite: 21]
464,drylands [cite: 21]
4314,drylands [cite: 21]
2300,drylands [cite: 21]
4308,drylands [cite: 21]
4309,drylands [cite: 21]
420,drylands [cite: 21]
421,drylands [cite: 21]
425,drylands [cite: 21]
2203,drylands [cite: 21]
2307,drylands [cite: 21]
4307,drylands [cite: 21]
428,drylands [cite: 21]
454,drylands [cite: 21]
442,drylands [cite: 21]
441,drylands [cite: 21]
1973,drylands [cite: 21]
444,drylands [cite: 21]
446,drylands [cite: 21]
450,drylands [cite: 21]
453,drylands [cite: 21]
2213,drylands [cite: 21]
2214,drylands [cite: 21]
2215,drylands [cite: 21]
2227,drylands [cite: 21]
2228,drylands [cite: 21]
4343,drylands [cite: 21]
4337,drylands [cite: 21]
504,drylands [cite: 21]
505,drylands [cite: 21]
519,drylands [cite: 21]
528,drylands [cite: 21]
541,drylands [cite: 21]
569,drylands [cite: 21]
2031,drylands [cite: 21]
2051,drylands [cite: 21]
2052,drylands [cite: 21]
2053,drylands [cite: 21]
2054,drylands [cite: 21]
2065,drylands [cite: 21]
2067,drylands [cite: 21]
2072,drylands [cite: 21]
2999,drylands [cite: 21]
751,drylands [cite: 21]
752,drylands [cite: 21]
753,drylands [cite: 21]
790,drylands [cite: 21]
799,drylands [cite: 21]
858,drylands [cite: 21]
882,drylands [cite: 21]
2476,drylands [cite: 21]
2498,drylands [cite: 21]
2614,drylands [cite: 21]
2620,drylands [cite: 21]
2643,drylands [cite: 21]
2668,drylands [cite: 21]
2842,drylands [cite: 21]
2854,drylands [cite: 21]
2865,drylands [cite: 21]
2868,drylands [cite: 21]
2878,drylands [cite: 21]
2883,drylands [cite: 21]
2885,drylands [cite: 21]
2915,drylands [cite: 21]
2917,drylands [cite: 21]
2922,drylands [cite: 21]
750,drylands [cite: 21]
2863,drylands [cite: 21]
1178,drylands [cite: 21]
2764,drylands [cite: 21]
2768,drylands [cite: 21]
2797,drylands [cite: 22]
2801,drylands [cite: 22]
2864,drylands [cite: 22]
754,drylands [cite: 22]
755,drylands [cite: 22]
786,drylands [cite: 22]
862,drylands [cite: 22]
868,drylands [cite: 22]
876,drylands [cite: 22]
1809,drylands [cite: 22]
2492,drylands [cite: 22]
2507,drylands [cite: 22]
2619,drylands [cite: 22]
2667,drylands [cite: 22]
2846,drylands [cite: 22]
2861,drylands [cite: 22]
2912,drylands [cite: 22]
2913,drylands [cite: 22]
2921,drylands [cite: 22]
1172,drylands [cite: 22]
2682,drylands [cite: 22]
2503,drylands [cite: 22]
2068,drylands [cite: 22]
322,drylands [cite: 22]
2308,drylands [cite: 22]
407,drylands [cite: 22]
337,drylands [cite: 22]
1849,drylands [cite: 22]
2309,drylands [cite: 22]
377,drylands [cite: 22]
2356,drylands [cite: 22]
2364,drylands [cite: 22]
699,drylands [cite: 22]
713,drylands [cite: 22]
2122,drylands [cite: 22]
2124,drylands [cite: 22]
2182,drylands [cite: 22]
2184,drylands [cite: 22]
2302,drylands [cite: 22]
2317,drylands [cite: 22]
2319,drylands [cite: 22]
4318,drylands [cite: 22]
4320,drylands [cite: 22]
4209,drylands [cite: 22]
334,drylands [cite: 22]
338,drylands [cite: 22]
341,drylands [cite: 22]
342,drylands [cite: 22]
345,drylands [cite: 22]
1110,drylands [cite: 22]
2453,drylands [cite: 22]
2455,drylands [cite: 22]
2461,drylands [cite: 22]
2466,drylands [cite: 22]
2469,drylands [cite: 22]
2473,drylands [cite: 22]
1089,drylands [cite: 22]
1091,drylands [cite: 22]
379,drylands [cite: 22]
381,drylands [cite: 22]
382,drylands [cite: 22]
406,drylands [cite: 22]
412,drylands [cite: 22]
430,drylands [cite: 22]
431,drylands [cite: 22]
1854,drylands [cite: 22]
1855,drylands [cite: 22]
2219,drylands [cite: 22]
2314,drylands [cite: 22]
4292,drylands [cite: 22]
4297,drylands [cite: 22]
4298,drylands [cite: 22]
1222,drylands [cite: 22]
4040,drylands [cite: 22]
4411,drylands [cite: 22]
4421,drylands [cite: 22]
4435,drylands [cite: 22]
4437,drylands [cite: 22]
4454,drylands [cite: 22]
4455,drylands [cite: 22]
4456,drylands [cite: 22]
4463,drylands [cite: 22]
4503,drylands [cite: 22]
4504,drylands [cite: 22]
4505,drylands [cite: 22]
4509,drylands [cite: 22]
4549,drylands [cite: 22]
4562,drylands [cite: 22]
4563,drylands [cite: 22]
4564,drylands [cite: 22]
4547,drylands [cite: 22]
4557,drylands [cite: 22]
4628,drylands [cite: 22]
4630,drylands [cite: 22]
2736,drylands [cite: 22]
4863,drylands [cite: 22]
4861,drylands [cite: 22]
4855,drylands [cite: 23]
1094,drylands [cite: 23]
2733,drylands [cite: 23]
520,highlands
536,highlands
542,highlands
544,highlands
578,highlands
2035,highlands
2077,highlands
2079,highlands
2085,highlands
2087,highlands
2093,highlands
850,highlands
852,highlands
853,highlands
2018,highlands
2621,highlands
2622,highlands
2623,highlands
2626,highlands
2628,highlands
2629,highlands
2644,highlands
2646,highlands
2645,highlands
588,highlands
2401,highlands
2301,highlands
324,highlands
1224,highlands
869,highlands
2006,highlands
2019,highlands
2483,highlands
2488,highlands
2496,highlands
2501,highlands
2624,highlands
335,highlands
336,highlands
339,highlands
340,highlands
346,highlands
348,highlands
349,highlands
351,highlands
1171,highlands
1184,highlands
1185,highlands
1188,highlands
1207,highlands
1208,highlands
1211,highlands
1218,highlands
1219,highlands
1227,highlands
1751,highlands
1882,highlands
2274,highlands
2454,highlands
2458,highlands
2459,highlands
2462,highlands
2463,highlands
2464,highlands
2465,highlands
2756,highlands
2757,highlands
2758,highlands
2762,highlands
2763,highlands
2766,highlands
2770,highlands
2771,highlands
2772,highlands
2778,highlands [cite: 24]
2779,highlands [cite: 24]
2781,highlands [cite: 24]
2787,highlands [cite: 24]
2792,highlands [cite: 24]
2950,highlands [cite: 24]
2951,highlands [cite: 24]
326,highlands [cite: 24]
329,highlands [cite: 24]
332,highlands [cite: 24]
418,highlands [cite: 24]
1846,highlands [cite: 24]
2303,highlands [cite: 24]
2478,highlands [cite: 24]
2489,highlands [cite: 24]
2504,highlands [cite: 24]
252,highlands [cite: 24]
784,highlands [cite: 24]
2946,highlands [cite: 24]
823,highlands [cite: 24]
1773,highlands [cite: 24]
127,highlands [cite: 24]
1247,highlands [cite: 24]
1766,highlands [cite: 24]
319,highlands [cite: 24]
2298,highlands [cite: 24]
371,highlands [cite: 24]
163,highlands [cite: 24]
321,highlands [cite: 24]
661,highlands [cite: 24]
662,highlands [cite: 24]
673,highlands [cite: 24]
674,highlands [cite: 24]
675,highlands [cite: 24]
678,highlands [cite: 24]
705,highlands [cite: 24]
2131,highlands [cite: 24]
2132,highlands [cite: 24]
2133,highlands [cite: 24]
2134,highlands [cite: 24]
2135,highlands [cite: 24]
2165,highlands [cite: 24]
2167,highlands [cite: 24]
2168,highlands [cite: 24]
2170,highlands [cite: 24]
2748,highlands [cite: 24]
2183,highlands [cite: 24]
3001,highlands [cite: 24]
4176,highlands [cite: 24]
4199,highlands [cite: 24]
145,highlands [cite: 24]
365,highlands [cite: 24]
378,highlands [cite: 24]
2209,highlands [cite: 24]
2235,highlands [cite: 24]
2313,highlands [cite: 24]
4293,highlands [cite: 24]
4294,highlands [cite: 24]
4295,highlands [cite: 24]
4298,highlands [cite: 24]
4313,highlands [cite: 24]
2734,highlands [cite: 24]
4860,highlands [cite: 24]
4859,highlands [cite: 24]
460,highlands [cite: 24]
1968,highlands [cite: 24]
4027,highlands [cite: 24]
4029,highlands [cite: 24]
4030,highlands [cite: 24]
798,highlands [cite: 24]
4053,highlands [cite: 24]
4055,highlands [cite: 24]
4056,highlands [cite: 24]
4057,highlands [cite: 24]
4059,highlands [cite: 24]
4067,highlands [cite: 24]
4073,highlands [cite: 24]
4077,highlands [cite: 24]
4084,highlands [cite: 24]
4100,highlands [cite: 24]
4101,highlands [cite: 24]
4103,highlands [cite: 24]
4110,highlands [cite: 24]
23,highlands [cite: 24]
24,highlands [cite: 24]
370,highlands [cite: 24]
2752,highlands [cite: 24]
154,highlands [cite: 24]
162,highlands [cite: 24]
263,highlands [cite: 24]
1318,highlands [cite: 24]
2960,highlands [cite: 24]
2968,highlands [cite: 24]
2970,highlands [cite: 24]
4238,highlands [cite: 24]
216,highlands [cite: 24]
228,highlands [cite: 24]
2755,highlands [cite: 24]
2989,highlands [cite: 24]
323,highlands [cite: 25]
2202,highlands [cite: 25]
4299,highlands [cite: 25]
4305,highlands [cite: 25]
736,highlands [cite: 25]
1047,highlands [cite: 25]
4228,highlands [cite: 25]
2986,highlands [cite: 25]
4391,highlands [cite: 25]
4406,highlands [cite: 25]
4398,highlands [cite: 25]
4422,highlands [cite: 25]
4436,highlands [cite: 25]
4464,highlands [cite: 25]
4561,highlands [cite: 25]
4566,highlands [cite: 25]
4553,highlands [cite: 25]
4669,highlands [cite: 25]
4701,highlands [cite: 25]
4699,highlands [cite: 25]
4780,highlands [cite: 25]
768,savannah
776,savannah
1800,savannah
2805,savannah
2809,savannah
2810,savannah
2812,savannah
2814,savannah
2815,savannah
2855,savannah
2859,savannah
2879,savannah
2884,savannah
2887,savannah
2893,savannah
2895,savannah
2897,savannah
2908,savannah
2909,savannah
2910,savannah
2918,savannah
2923,savannah
2925,savannah
2926,savannah
2939,savannah
1113,savannah
1116,savannah
1123,savannah
1131,savannah
1134,savannah
1135,savannah
1140,savannah
1142,savannah
1148,savannah
1146,savannah
1149,savannah
1144,savannah
1155,savannah
1159,savannah
2237,savannah
2239,savannah [cite: 26]
2245,savannah [cite: 26]
2250,savannah [cite: 26]
2263,savannah [cite: 26]
2265,savannah [cite: 26]
2270,savannah [cite: 26]
2278,savannah [cite: 26]
2279,savannah [cite: 26]
2280,savannah [cite: 26]
2283,savannah [cite: 26]
2291,savannah [cite: 26]
607,savannah [cite: 26]
2374,savannah [cite: 26]
606,savannah [cite: 26]
605,savannah [cite: 26]
2378,savannah [cite: 26]
614,savannah [cite: 26]
2386,savannah [cite: 26]
603,savannah [cite: 26]
612,savannah [cite: 26]
484,savannah [cite: 26]
485,savannah [cite: 26]
870,savannah [cite: 26]
883,savannah [cite: 26]
884,savannah [cite: 26]
887,savannah [cite: 26]
888,savannah [cite: 26]
894,savannah [cite: 26]
897,savannah [cite: 26]
900,savannah [cite: 26]
902,savannah [cite: 26]
915,savannah [cite: 26]
922,savannah [cite: 26]
923,savannah [cite: 26]
924,savannah [cite: 26]
926,savannah [cite: 26]
932,savannah [cite: 26]
942,savannah [cite: 26]
1008,savannah [cite: 26]
1010,savannah [cite: 26]
2017,savannah [cite: 26]
2021,savannah [cite: 26]
2513,savannah [cite: 26]
2514,savannah [cite: 26]
2520,savannah [cite: 26]
2530,savannah [cite: 26]
2533,savannah [cite: 26]
2535,savannah [cite: 26]
2538,savannah [cite: 26]
2542,savannah [cite: 26]
2543,savannah [cite: 26]
2546,savannah [cite: 26]
2596,savannah [cite: 26]
2669,savannah [cite: 26]
2853,savannah [cite: 26]
2888,savannah [cite: 26]
2891,savannah [cite: 26]
2892,savannah [cite: 26]
2906,savannah [cite: 26]
2907,savannah [cite: 26]
2911,savannah [cite: 26]
2919,savannah [cite: 26]
2920,savannah [cite: 26]
1114,savannah [cite: 26]
1120,savannah [cite: 26]
1122,savannah [cite: 26]
1124,savannah [cite: 26]
1136,savannah [cite: 26]
1137,savannah [cite: 26]
1143,savannah [cite: 26]
1145,savannah [cite: 26]
1150,savannah [cite: 26]
1152,savannah [cite: 26]
1154,savannah [cite: 26]
1160,savannah [cite: 26]
1161,savannah [cite: 26]
2238,savannah [cite: 26]
2240,savannah [cite: 26]
2241,savannah [cite: 26]
2248,savannah [cite: 26]
2249,savannah [cite: 26]
2252,savannah [cite: 26]
2254,savannah [cite: 26]
2253,savannah [cite: 26]
2256,savannah [cite: 26]
2267,savannah [cite: 26]
2281,savannah [cite: 26]
2285,savannah [cite: 26]
2292,savannah [cite: 26]
2293,savannah [cite: 26]
2295,savannah [cite: 26]
1167,savannah [cite: 26]
1168,savannah [cite: 26]
1190,savannah [cite: 26]
1191,savannah [cite: 26]
1193,savannah [cite: 26]
1194,savannah [cite: 26]
913,savannah [cite: 26]
929,savannah [cite: 26]
1153,savannah [cite: 26]
2266,savannah [cite: 26]
2519,savannah [cite: 26]
2597,savannah [cite: 26]
2656,savannah [cite: 26]
2886,savannah [cite: 26]
2924,savannah [cite: 27]
1187,savannah [cite: 27]
1189,savannah [cite: 27]
1088,savannah [cite: 27]
2736,savannah [cite: 27]
2726,savannah [cite: 27]
2729,savannah [cite: 27]
1925,savannah [cite: 27]
4022,savannah [cite: 27]
4028,savannah [cite: 27]
4031,savannah [cite: 27]
4032,savannah [cite: 27]
2948,savannah [cite: 27]
4034,savannah [cite: 27]
4035,savannah [cite: 27]
4036,savannah [cite: 27]
4037,savannah [cite: 27]
4038,savannah [cite: 27]
4039,savannah [cite: 27]
4041,savannah [cite: 27]
4042,savannah [cite: 27]
4043,savannah [cite: 27]
4044,savannah [cite: 27]
4045,savannah [cite: 27]
4047,savannah [cite: 27]
4048,savannah [cite: 27]
4058,savannah [cite: 27]
4061,savannah [cite: 27]
4062,savannah [cite: 27]
4064,savannah [cite: 27]
4065,savannah [cite: 27]
4071,savannah [cite: 27]
4074,savannah [cite: 27]
4075,savannah [cite: 27]
4076,savannah [cite: 27]
4082,savannah [cite: 27]
4083,savannah [cite: 27]
4091,savannah [cite: 27]
4092,savannah [cite: 27]
4093,savannah [cite: 27]
4094,savannah [cite: 27]
4095,savannah [cite: 27]
4096,savannah [cite: 27]
4097,savannah [cite: 27]
4099,savannah [cite: 27]
4104,savannah [cite: 27]
4105,savannah [cite: 27]
4106,savannah [cite: 27]
4107,savannah [cite: 27]
4108,savannah [cite: 27]
4618,savannah [cite: 27]
4619,savannah [cite: 27]
4836,savannah [cite: 27]
2383,savannah [cite: 27]
4829,savannah [cite: 27]
1092,savannah [cite: 27]
4851,savannah [cite: 27]
1094,savannah [cite: 27]
4850,savannah [cite: 27]
4846,savannah [cite: 27]
4881,savannah [cite: 27]
2195,steppe
463,steppe
2197,steppe
2417,steppe
466,steppe
2367,steppe
470,steppe
472,steppe
2353,steppe
2369,steppe
2358,steppe
476,steppe
2354,steppe
479,steppe
2357,steppe
1966,steppe
2420,steppe
284,steppe
1974,steppe
2412,steppe [cite: 28]
2413,steppe [cite: 28]
286,steppe [cite: 28]
2414,steppe [cite: 28]
287,steppe [cite: 28]
2447,steppe [cite: 28]
283,steppe [cite: 28]
2406,steppe [cite: 28]
282,steppe [cite: 28]
1756,steppe [cite: 28]
301,steppe [cite: 28]
300,steppe [cite: 28]
1778,steppe [cite: 28]
304,steppe [cite: 28]
303,steppe [cite: 28]
2415,steppe [cite: 28]
302,steppe [cite: 28]
2408,steppe [cite: 28]
299,steppe [cite: 28]
2409,steppe [cite: 28]
285,steppe [cite: 28]
291,steppe [cite: 28]
2411,steppe [cite: 28]
467,steppe [cite: 28]
1081,steppe [cite: 28]
473,steppe [cite: 28]
2421,steppe [cite: 28]
1971,steppe [cite: 28]
288,steppe [cite: 28]
468,steppe [cite: 28]
2418,steppe [cite: 28]
2419,steppe [cite: 28]
474,steppe [cite: 28]
2366,steppe [cite: 28]
1965,steppe [cite: 28]
1082,steppe [cite: 28]
475,steppe [cite: 28]
2441,steppe [cite: 28]
2359,steppe [cite: 28]
2360,steppe [cite: 28]
478,steppe [cite: 28]
2355,steppe [cite: 28]
2422,steppe [cite: 28]
2416,steppe [cite: 28]
1057,steppe [cite: 28]
2434,steppe [cite: 28]
1076,steppe [cite: 28]
1075,steppe [cite: 28]
1071,steppe [cite: 28]
889,steppe [cite: 28]
2004,steppe [cite: 28]
2009,steppe [cite: 28]
2625,steppe [cite: 28]
2672,steppe [cite: 28]
4033,steppe [cite: 28]
885,steppe [cite: 28]
886,steppe [cite: 28]
892,steppe [cite: 28]
906,steppe [cite: 28]
1226,steppe [cite: 28]
2500,steppe [cite: 28]
774,steppe [cite: 28]
1132,steppe [cite: 28]
1133,steppe [cite: 28]
1156,steppe [cite: 28]
1157,steppe [cite: 28]
1158,steppe [cite: 28]
1205,steppe [cite: 28]
1216,steppe [cite: 28]
1221,steppe [cite: 28]
1225,steppe [cite: 28]
2243,steppe [cite: 28]
2246,steppe [cite: 28]
2260,steppe [cite: 28]
2262,steppe [cite: 28]
2264,steppe [cite: 28]
2268,steppe [cite: 28]
2269,steppe [cite: 28]
2273,steppe [cite: 28]
2276,steppe [cite: 28]
2282,steppe [cite: 28]
2284,steppe [cite: 28]
2288,steppe [cite: 28]
2776,steppe [cite: 28]
2777,steppe [cite: 28]
2799,steppe [cite: 28]
2780,steppe [cite: 28]
2784,steppe [cite: 28]
2783,steppe [cite: 28]
2785,steppe [cite: 28]
2795,steppe [cite: 28]
2782,steppe [cite: 28]
2800,steppe [cite: 28]
2802,steppe [cite: 28]
2932,steppe [cite: 28]
779,steppe [cite: 28]
780,steppe [cite: 28]
781,steppe [cite: 28]
2008,steppe [cite: 28]
2497,steppe [cite: 28]
2499,steppe [cite: 28]
2510,steppe [cite: 28]
2502,steppe [cite: 28]
2666,steppe [cite: 28]
2860,steppe [cite: 28]
2866,steppe [cite: 28]
2869,steppe [cite: 28]
2870,steppe [cite: 28]
2875,steppe [cite: 29]
2876,steppe [cite: 29]
833,steppe [cite: 29]
